"Date","Price","Open","High","Low","Vol.","Change %"
"12/31/2025","155,613.03","155,034.72","155,625.89","155,034.70","1.23B","0.37%"
"12/30/2025","155,034.72","154,389.53","155,447.56","154,389.53","4.68B","0.42%"
"12/29/2025","154,389.53","153,539.83","154,389.53","153,268.80","1.47B","0.55%"
"12/24/2025","153,539.83","153,354.14","154,089.66","153,110.44","1.75B","0.12%"
"12/23/2025","153,354.11","152,459.06","153,372.03","152,459.06","677.43M","0.59%"
"12/22/2025","152,459.06","152,045.91","152,576.77","152,045.91","451.48M","0.26%"
"12/19/2025","152,057.38","150,363.05","152,140.77","150,361.84","884.89M","1.13%"
"12/18/2025","150,363.03","149,842.81","150,363.03","149,580.84","839.71M","0.35%"
"12/17/2025","149,842.81","149,467.47","149,932.38","149,454.59","651.18M","0.26%"
"12/16/2025","149,459.11","149,437.88","149,590.75","149,229.97","912.59M","0.01%"
"12/15/2025","149,437.88","149,433.27","149,721.31","149,351.00","553.16M","0.00%"
"12/12/2025","149,433.23","147,950.59","149,436.48","147,521.98","571.68M","1.00%"
"12/11/2025","147,950.59","146,862.02","147,982.77","146,859.98","529.69M","0.74%"
"12/10/2025","146,861.98","146,940.30","147,122.89","146,824.56","747.07M","-0.05%"
"12/09/2025","146,940.27","147,427.95","147,576.69","146,888.50","947.76M","-0.33%"
"12/08/2025","147,427.92","147,050.56","147,541.77","147,050.06","550.84M","0.26%"
"12/05/2025","147,040.06","145,476.16","147,081.95","145,476.16","361.55M","1.08%"
"12/04/2025","145,476.16","145,323.88","145,689.44","145,276.00","349.17M","0.10%"
"12/03/2025","145,323.88","144,928.36","145,323.88","144,894.91","403.78M","0.27%"
"12/02/2025","144,928.36","143,210.33","144,973.44","143,173.36","602.77M","1.20%"
"12/01/2025","143,210.33","143,520.53","143,637.52","143,097.95","558.94M","-0.22%"
"11/28/2025","143,520.52","143,239.23","143,552.41","143,239.23","560.01M","0.20%"
"11/27/2025","143,239.23","143,064.56","143,249.80","142,771.02","323.53M","0.12%"
"11/26/2025","143,068.38","143,992.20","144,149.83","142,882.36","738.34M","-0.48%"
"11/25/2025","143,763.13","143,614.61","143,763.13","143,536.78","556.11M","0.10%"
"11/24/2025","143,614.61","143,722.63","143,722.63","143,453.80","694.75M","-0.12%"
"11/21/2025","143,790.91","144,182.83","144,274.72","143,642.13","656.86M","-0.27%"
"11/20/2025","144,187.03","144,646.02","144,646.02","144,187.03","349.26M","-0.32%"
"11/19/2025","144,646.02","144,969.33","144,972.44","144,559.70","892.46M","-0.23%"
"11/18/2025","144,986.52","145,159.34","145,247.02","144,944.88","367.29M","-0.12%"
"11/17/2025","145,159.77","147,013.59","147,013.59","145,127.19","388.18M","-1.33%"
"11/14/2025","147,115.63","146,980.88","147,202.05","146,703.91","671.43M","0.09%"
"11/13/2025","146,981.17","145,403.83","147,094.70","145,403.83","599.71M","1.08%"
"11/12/2025","145,403.98","141,342.27","146,042.59","141,320.45","806.36M","2.88%"
"11/11/2025","141,327.30","148,781.91","148,798.30","141,020.95","655.96M","-5.04%"
"11/10/2025","148,832.19","149,519.56","149,614.41","148,728.91","364.34M","-0.46%"
"11/07/2025","149,524.81","150,026.55","150,058.09","149,467.27","527.14M","-0.33%"
"11/06/2025","150,026.55","150,573.88","150,641.86","149,559.13","619.62M","-0.52%"
"11/05/2025","150,813.42","152,629.61","152,743.77","150,710.23","517.24M","-1.19%"
"11/04/2025","152,629.58","153,739.11","153,739.11","152,515.02","683.91M","-0.72%"
"11/03/2025","153,739.09","154,126.45","154,339.06","153,656.70","627.49M","-0.25%"
"10/31/2025","154,126.44","153,676.66","154,126.44","153,652.09","525.61M","0.29%"
"10/30/2025","153,676.81","154,260.98","154,294.44","153,644.80","495.85M","-0.38%"
"10/29/2025","154,260.95","155,353.20","155,353.20","154,260.95","452.82M","-0.70%"
"10/28/2025","155,353.20","155,496.16","155,634.61","155,069.03","525.42M","-0.09%"
"10/27/2025","155,496.16","155,645.05","156,024.16","155,336.50","502.99M","-0.10%"
"10/24/2025","155,645.03","154,489.09","155,792.30","154,489.09","1.21B","0.75%"
"10/23/2025","154,489.91","153,736.25","154,613.13","153,736.25","926.91M","0.49%"
"10/22/2025","153,736.25","151,456.91","153,792.81","151,456.91","589.43M","1.50%"
"10/21/2025","151,456.91","149,940.81","152,754.92","149,940.81","551.91M","1.01%"
"10/20/2025","149,940.81","148,977.64","149,947.31","148,966.02","415.04M","0.65%"
"10/17/2025","148,977.78","148,355.05","149,037.63","148,355.05","480.83M","0.42%"
"10/16/2025","148,355.05","147,742.23","148,460.69","147,739.05","432.31M","0.41%"
"10/15/2025","147,742.20","147,710.95","148,042.06","147,631.38","388.93M","0.02%"
"10/14/2025","147,710.95","147,715.50","147,873.80","147,626.77","495.03M","0.00%"
"10/13/2025","147,717.20","146,987.09","147,717.20","146,884.31","624.58M","0.50%"
"10/10/2025","146,988.05","146,204.34","147,107.19","146,098.25","385.51M","0.54%"
"10/09/2025","146,204.31","145,984.94","146,204.31","145,984.94","346.91M","0.33%"
"10/08/2025","145,719.09","145,024.00","145,784.45","144,986.44","525.65M","0.50%"
"10/07/2025","144,995.27","144,822.78","145,072.94","144,466.67","507.28M","0.12%"
"10/06/2025","144,822.75","143,584.05","144,918.45","143,584.05","519.90M","0.86%"
"10/03/2025","143,584.05","142,979.45","143,629.98","142,973.05","544.74M","0.42%"
"10/02/2025","142,979.44","142,713.06","142,997.73","142,653.45","785.33M","0.19%"
"09/30/2025","142,710.45","142,377.56","142,822.72","142,359.63","1.24B","0.23%"
"09/29/2025","142,377.55","142,133.03","142,640.41","142,069.09","383.91M","0.17%"
"09/26/2025","142,133.00","141,157.48","142,276.44","141,140.64","518.63M","0.69%"
"09/25/2025","141,157.48","140,716.09","141,183.20","140,697.88","781.73M","0.31%"
"09/24/2025","140,716.09","140,929.59","141,411.69","140,655.09","442.55M","-0.15%"
"09/23/2025","140,929.59","141,498.22","141,530.98","140,822.36","759.05M","-0.40%"
"09/22/2025","141,498.20","141,845.34","142,027.95","141,498.20","488.51M","-0.24%"
"09/19/2025","141,845.31","142,263.06","142,263.06","141,585.98","431.18M","-0.29%"
"09/18/2025","142,263.13","142,036.25","142,342.63","142,036.25","325.10M","0.16%"
"09/17/2025","142,036.23","141,546.78","142,036.23","141,153.75","1.00B","0.35%"
"09/16/2025","141,546.78","141,659.00","141,853.92","141,501.14","414.98M","-0.08%"
"09/15/2025","141,659.00","140,597.58","141,759.23","140,551.20","555.11M","0.79%"
"09/12/2025","140,545.69","140,665.84","140,885.50","140,277.31","434.70M","-0.08%"
"09/11/2025","140,657.30","140,365.36","140,722.30","140,353.00","378.15M","0.21%"
"09/10/2025","140,365.36","139,796.11","140,430.02","139,796.11","767.68M","0.41%"
"09/09/2025","139,796.11","139,394.75","139,800.27","139,392.81","659.16M","0.29%"
"09/08/2025","139,394.75","138,980.02","139,514.66","138,951.27","947.80M","0.30%"
"09/04/2025","138,980.02","138,157.16","138,987.47","138,157.16","1.82B","0.60%"
"09/03/2025","138,157.14","138,737.64","138,744.69","138,030.70","482.74M","-0.42%"
"09/02/2025","138,737.64","139,722.19","139,753.59","138,701.47","399.81M","-0.70%"
"09/01/2025","139,722.19","140,295.50","140,433.02","139,698.09","407.89M","-0.41%"
"08/29/2025","140,295.47","140,557.23","140,758.72","140,186.75","435.12M","-0.19%"
"08/28/2025","140,557.23","141,248.77","141,394.67","140,555.66","884.96M","-0.49%"
"08/27/2025","141,248.77","141,760.72","141,763.63","141,248.77","682.85M","-0.36%"
"08/26/2025","141,761.36","141,446.03","141,902.38","141,446.03","605.00M","0.23%"
"08/25/2025","141,439.75","141,004.14","141,461.80","140,788.56","589.66M","0.31%"
"08/22/2025","141,004.14","140,332.44","141,007.56","140,052.48","767.73M","0.48%"
"08/21/2025","140,332.44","141,576.88","142,058.81","140,330.80","573.67M","-0.87%"
"08/20/2025","141,566.28","142,613.47","142,813.30","141,566.28","721.68M","-0.73%"
"08/19/2025","142,613.47","144,698.44","144,795.13","142,424.95","1.03B","-1.46%"
"08/18/2025","144,722.47","144,628.20","144,998.56","144,612.80","1.05B","0.07%"
"08/15/2025","144,628.20","145,300.02","145,300.02","144,559.98","1.37B","-0.51%"
"08/14/2025","145,367.03","145,864.80","146,179.16","145,359.52","2.46B","-0.34%"
"08/13/2025","145,864.78","146,055.89","146,272.61","145,780.09","1.34B","-0.13%"
"08/12/2025","146,055.88","145,902.77","146,100.75","145,385.20","1.28B","0.07%"
"08/11/2025","145,948.47","145,754.91","146,389.84","145,695.70","2.12B","0.13%"
"08/08/2025","145,756.52","146,570.70","146,600.02","145,502.95","2.22B","-0.56%"
"08/07/2025","146,570.69","145,853.84","146,597.89","145,279.05","1.98B","0.52%"
